unique_id,channel_name,category,sub_category,customer_remarks,order_date_time,issue_reported_at,issue_responded,Survey_response_Date,Product_category,Item_price,Agent_name,Supervisor,Manager,tenure_bucket,agent_shift,CSAT_Score,response_time_minutes
015fd1c7-059a-4c19-9e03-a24421d7e86e,Outcall,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 18:07:00","2023-08-02 18:09:00",02-Aug-23,,,"Brittany Nunez","Emily Yamashita","John Smith",61-90,Evening,5,2
01600fc5-64ac-4bed-9816-6ccd081bcb82,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-01 17:22:00","2023-08-01 17:44:00",01-Aug-23,,,"Daniel Woods","Logan Lee","Emily Chen",61-90,Evening,1,22
016f8af3-10e6-4755-9a4f-5d8bd52b8265,Inbound,"Order Related",Installation/demo,no,"16/06/2023 14:05","2023-07-28 20:42:00","2023-08-01 14:57:00",01-Aug-23,Electronics,349,"Jessica Acosta","Ethan Tan","John Smith",>90,Morning,5,5415
0187565a-b6ff-4180-9869-a29128267d51,Inbound,"Order Related",Delayed,,"28/07/2023 10:52","2023-08-01 16:28:00","2023-08-01 16:31:00",01-Aug-23,"Home Appliences",3199,"Carl Douglas","Emily Yamashita","Michael Lee",31-60,Morning,5,3
01879a17-ee66-4156-bb13-8c08c56e3b03,Inbound,Returns,Missing,,,"2023-08-02 17:07:00","2023-08-02 17:15:00",02-Aug-23,,,"Michael Stevens","Jacob Sato","Emily Chen",0-30,Evening,5,8
018d19fa-7e6f-4aaf-98c5-6f05d1ceedf6,Inbound,"Order Related","General Enquiry","Faltu sarvice, no customer satisfaction at all, do care about customer once product is worng delivered ","20/07/2023 15:39","2023-08-01 15:05:00","2023-08-01 15:10:00",01-Aug-23,LifeStyle,699,"Brandon Young","Zoe Yamamoto","John Smith",>90,Morning,1,5
01a6c423-72f6-4d3f-89ea-a7aeee03cce1,Inbound,"Refund Related","Refund Enquiry","Good help","27/07/2023 20:22","2023-08-02 12:47:00","2023-08-02 12:53:00",02-Aug-23,Electronics,1599,"Sara Moreno","Mason Gupta","Jennifer Nguyen","On Job Training",Morning,5,6
01e6dddd-bb90-4097-9266-01d370611cdb,Email,Returns,"Reverse Pickup Enquiry",,"29/07/2023 23:01","2023-08-01 18:14:00","2023-08-01 18:15:00",01-Aug-23,Electronics,1999,"Darren Watson","Logan Lee","Emily Chen",0-30,Evening,5,1
02099d69-38a2-417e-b83e-356642fd91a9,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 12:50:00","2023-08-02 12:53:00",02-Aug-23,,,"Matthew Rodriguez","Isabella Wong","Emily Chen",>90,Morning,5,3
020cf9ac-1801-439a-9029-3c0bd7c2ffda,Outcall,"Payments related","Online Payment Issues",,,"2023-08-03 05:48:00","2023-08-03 05:50:00",03-Aug-23,,,"Lindsey Colon","William Park","John Smith",31-60,Morning,5,2
020ed9bb-f7a3-403b-be50-924227e97d81,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 10:26:00","2023-08-02 11:27:00",02-Aug-23,,,"Anna Lawrence","Mason Gupta","Jennifer Nguyen","On Job Training",Morning,4,61
020f7a89-a73d-4c87-9bb9-70f62cfe0805,Inbound,"Refund Related","Refund Related Issues","Refund process is not good team Shopzilla","03/07/2023 09:12","2023-08-01 14:47:00","2023-08-01 14:50:00",01-Aug-23,"Books & General merchandise",294,"Jake Chapman","Wyatt Kim","Jennifer Nguyen","On Job Training",Morning,1,3
02120ac4-7e0f-4df8-9642-b59b93bd9daf,Outcall,Returns,Missing,,,"2023-08-01 13:12:00","2023-08-01 17:23:00",01-Aug-23,,,"Jamie Burnett","Mia Patel","Olivia Tan",0-30,Morning,5,251
022d6385-b475-4002-9427-34a1cbeb6eb4,Inbound,"Order Related",Delayed,,"23/07/2023 22:46","2023-08-02 20:58:00","2023-08-03 10:43:00",03-Aug-23,LifeStyle,289,"Jenna Larson","Emily Yamashita","John Smith",61-90,Evening,1,825
023d88d7-83f9-4def-92b6-4b6b1a584166,Inbound,Returns,"Reverse Pickup Enquiry",,"25/07/2023 18:15","2023-07-29 17:10:00","2023-08-02 14:26:00",02-Aug-23,Electronics,4199,"Thomas Waters","Sophia Sato","John Smith",>90,Afternoon,1,5596
0254b9a3-76e7-4b2e-a631-8814ae7045f7,Inbound,"Order Related","Order status enquiry",,,"2023-08-01 23:12:00","2023-08-01 23:17:00",01-Aug-23,,,"Rebecca Walker","Logan Lee","Emily Chen",61-90,Evening,5,5
026edbd3-24bb-4709-b92e-444f0abcac91,Inbound,"Shopzilla Related","Other Account Related Issues",,,"2023-08-02 17:13:00","2023-08-02 17:25:00",02-Aug-23,,,"James Williams","Brayden Wong","John Smith",>90,Evening,5,12
027028bd-949f-4a8b-89dc-7b464b038258,Email,Returns,"Technician Visit",,,"2023-08-02 00:33:00","2023-08-02 19:26:00",02-Aug-23,,,"Donna Miller","Logan Lee","Emily Chen",61-90,Evening,1,1133
028bb182-64a4-49a2-9bb5-46ee790776e1,Inbound,Returns,"Return request","Good behaviour ??",,"2023-08-02 10:41:00","2023-08-02 11:59:00",02-Aug-23,,,"Daniel Jones","Olivia Suzuki","Jennifer Nguyen","On Job Training",Morning,5,78
02ad214a-1062-4fe3-8b20-4b11cddd148e,Inbound,"Order Related","Order status enquiry","Thank you","23/07/2023 14:58","2023-08-02 21:18:00","2023-08-02 21:19:00",02-Aug-23,Mobile,32999,"Christopher Jones","Evelyn Kimura","Jennifer Nguyen","On Job Training",Evening,5,1
02b88445-d829-4de0-ae13-8f94a6cdbb02,Outcall,Returns,"Reverse Pickup Enquiry",,,"2023-08-03 11:30:00","2023-08-03 11:40:00",03-Aug-23,,,"Dylan Mercer","Zoe Yamamoto","William Kim","On Job Training",Morning,1,10
02bc3b87-b8e3-48d6-94a5-67723f63ecf9,Inbound,"Shopzilla Related","General Enquiry","i am very happy with the customer service who attended my call she very polite & professional \"appreciate\"",,"2023-08-01 23:21:00","2023-08-01 23:28:00",01-Aug-23,,,"Nicole Hernandez","Noah Patel","Michael Lee",31-60,Night,5,7
02c003bb-6dd1-4500-9e83-38669a17aa7c,Outcall,"Product Queries","Product Specific Information",,,"2023-08-01 20:25:00","2023-08-01 20:29:00",01-Aug-23,,,"Sara Campbell","Logan Lee","Emily Chen",61-90,Evening,4,4
02c4253d-4d21-4e57-bb6e-d56cfd3209ce,Inbound,Returns,"Reverse Pickup Enquiry","Not any queries ","27/07/2023 10:23","2023-08-01 13:47:00","2023-08-01 15:56:00",01-Aug-23,LifeStyle,299,"Dana Bridges","Mason Gupta","Jennifer Nguyen","On Job Training",Morning,5,129
02c4811b-477b-4eb8-882e-4af7c801775c,Inbound,Returns,Wrong,,,"2023-08-01 16:29:00","2023-08-01 16:31:00",01-Aug-23,,,"John Nelson","Layla Taniguchi","Emily Chen",>90,Morning,5,2
02c4fd51-961b-43fa-b0fb-417a0f08e832,Inbound,"Order Related",Delayed,,"24/07/2023 20:09","2023-08-01 09:38:00","2023-08-01 09:42:00",01-Aug-23,LifeStyle,3034,"Carol Reid","Evelyn Kimura","John Smith",0-30,Morning,4,4
02ed32bc-a7ba-42cb-9802-3386cc73399f,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 10:20:00","2023-08-02 10:30:00",02-Aug-23,,,"Steven Cline","Emily Yamashita","John Smith",>90,Morning,4,10
03005ec5-ef1a-4edf-b165-1fb281faa268,Inbound,"Payments related","Online Payment Issues",,,"2023-08-01 11:06:00","2023-08-01 11:15:00",01-Aug-23,,,"Stacy Singh","Aiden Patel","John Smith",>90,Morning,5,9
03140c69-1ffa-4960-9bc1-2d6751e510f9,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 12:34:00","2023-08-02 18:43:00",02-Aug-23,,,"Amy Vazquez","Elijah Yamaguchi","Michael Lee",>90,Night,5,369
0314a39a-1adb-4623-803d-409c5cf5750a,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-01 13:36:00","2023-08-01 14:12:00",01-Aug-23,,,"Douglas Savage","Jackson Park","John Smith",>90,Morning,5,36
031b1cef-7e5a-4d69-88c3-d2b4dc15c3e0,Outcall,"Order Related","Seller Cancelled Order",,,"2023-08-02 11:59:00","2023-08-02 12:13:00",02-Aug-23,,,"Jamie Burnett","Mia Patel","Olivia Tan",0-30,Morning,1,14
0329c2d8-c9a2-40f2-bc27-4246f11683bf,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 14:34:00","2023-08-02 16:52:00",02-Aug-23,,,"Bonnie Durham","Austin Johnson","Michael Lee",0-30,Morning,4,138
032b52d6-fb69-4bf2-9736-dce186fee588,Inbound,"Order Related","General Enquiry",,,"2023-08-02 13:48:00","2023-08-02 14:06:00",02-Aug-23,,,"Vicki Collins","Dylan Kim","Michael Lee",>90,Morning,5,18
0331a8ee-b758-4af2-bf57-b0231a6accea,Inbound,Returns,"Return request",,,"2023-08-02 19:01:00","2023-08-02 19:04:00",02-Aug-23,,,"Rachel Smith","Alexander Tanaka","Michael Lee",0-30,Evening,5,3
033393bd-2035-4399-9bac-a90c49fa3ebe,Inbound,"Refund Related","Refund Enquiry",,"21/07/2023 16:45","2023-07-29 18:48:00","2023-08-02 07:54:00",02-Aug-23,Mobile,18999,"Jessica Acosta","Ethan Tan","John Smith",>90,Morning,1,5106
0333a057-f7fb-4839-9da8-50376d4a4373,Inbound,"Product Queries","Product Specific Information",Ni,,"2023-08-02 12:35:00","2023-08-02 12:41:00",02-Aug-23,,,"Nathaniel Smith","Evelyn Kimura","John Smith",0-30,Morning,3,6
033d2b85-8f20-4dda-a07e-7e318e85783c,Outcall,"Payments related","Payment related Queries",,,"2023-08-01 11:00:00","2023-08-01 12:38:00",01-Aug-23,,,"Oscar Mcdowell","Amelia Tanaka","Emily Chen",>90,Split,5,98
034aa02e-824e-4def-b576-57a2f277fce1,Inbound,Returns,"Fraudulent User",,"22/07/2023 21:43","2023-07-29 20:06:00","2023-08-01 14:05:00",01-Aug-23,"Books & General merchandise",1240,"Michelle Christensen","Nathan Patel","Michael Lee",>90,Afternoon,4,3959
035a5f1b-a240-444d-9ce5-0b9c2e59754a,Inbound,Feedback,"UnProfessional Behaviour",,,"2023-08-02 08:23:00","2023-08-02 08:24:00",02-Aug-23,,,"Emily Mckenzie","Amelia Tanaka","Emily Chen",>90,Split,5,1
035fd487-f0ff-468b-b462-36cfe5b62a5b,Outcall,"Payments related","Payment related Queries","The voice connectivity was extremely poor with a lot of echo, automatic repeat of words, digital disturbance noises & jitters.",,"2023-08-02 12:24:00","2023-08-02 12:31:00",02-Aug-23,,,"Michael Branch","Jackson Park","William Kim","On Job Training",Morning,5,7
03660dc6-c116-49e7-998c-81b6ce561ea5,Outcall,"Order Related","Customer Requested Modifications",,,"2023-08-01 09:42:00","2023-08-01 10:00:00",01-Aug-23,,,"David Harrell","Carter Park","Jennifer Nguyen","On Job Training",Morning,5,18
036a1a2a-fcb6-40a6-9aa9-bf743e490b65,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 22:24:00","2023-08-02 22:26:00",02-Aug-23,,,"Lindsey Smith","Nathan Patel","John Smith",>90,Afternoon,4,2
036aadf7-fc40-46fa-a296-b88694c2b401,Inbound,"Product Queries","Product Specific Information",,,"2023-08-02 19:38:00","2023-08-02 20:13:00",02-Aug-23,,,"Nicole Jones","Jackson Park","Michael Lee",31-60,Evening,1,35
03790ff6-d825-4837-8d7b-f63572cb5f95,Outcall,Cancellation,"Not Needed",,"29/07/2023 11:32","2023-08-02 09:27:00","2023-08-02 09:30:00",02-Aug-23,Electronics,899,"Jordan Wilson","Abigail Suzuki","Jennifer Nguyen","On Job Training",Morning,3,3
037d0bab-ba1c-4392-9074-3253eaed5ff5,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-01 23:27:00","2023-08-01 23:28:00",01-Aug-23,,,"Willie Flores","Oliver Nguyen","John Smith",>90,Morning,5,1
0385d08f-eebe-4f43-8aac-44b74c63419f,Inbound,"Refund Related","Refund Enquiry",,,"2023-08-02 14:56:00","2023-08-02 15:11:00",02-Aug-23,,,"Cole Moore","Emma Park","John Smith",31-60,Morning,5,15
038cff1b-e7b0-443b-8e13-05a20db49b69,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 21:20:00","2023-08-02 21:27:00",02-Aug-23,,,"Laura Allen","Oliver Nguyen","John Smith",>90,Morning,3,7
039085ce-045c-4a22-afc9-b565ac8a0d26,Inbound,Cancellation,"Not Needed","Very highly appreciated by the care &the same full support your better experience for the customer ",,"2023-08-01 23:16:00","2023-08-01 23:36:00",01-Aug-23,,,"Tabitha Ayala","Amelia Tanaka","Michael Lee",31-60,Evening,5,20
039b502a-0a53-4272-a5e2-488534dcdc46,Outcall,Returns,"Return request","poor fraud behaviour products fauty and return as promised purchase time",,"2023-08-02 19:34:00","2023-08-02 19:35:00",02-Aug-23,,,"Peter Thomas","Abigail Suzuki","Jennifer Nguyen","On Job Training",Evening,1,1
03a3096b-4607-4c64-a287-9df4eb1debfd,Inbound,"Order Related",Delayed,,"24/07/2023 21:53","2023-07-31 20:08:00","2023-08-01 07:35:00",01-Aug-23,"Books & General merchandise",1049,"Wendy Mitchell","Nathan Patel","Jennifer Nguyen","On Job Training",Evening,5,687
03a43769-740e-4b4a-9827-c34fd31559ed,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 15:40:00","2023-08-02 18:08:00",02-Aug-23,,,"Stanley Moss","Elijah Yamaguchi","Emily Chen",>90,Morning,5,148
03ab49a5-fc68-4773-aace-abc3653e4325,Inbound,"Product Queries","Product Specific Information",,,"2023-08-01 11:01:00","2023-08-01 11:11:00",01-Aug-23,,,"Jared Scott","Zoe Yamamoto","William Kim","On Job Training",Morning,4,10
03ba3d61-c6d1-478c-81f7-a9ec9fdaadf3,Inbound,"Refund Related","Refund Related Issues","Pathetic services from seller and logistic",,"2023-08-02 01:59:00","2023-08-02 02:00:00",02-Aug-23,,,"Sarah Gutierrez","Emily Yamashita","Michael Lee",61-90,Morning,5,1
03c8d02a-ef1b-4af3-848b-53299198ebdb,Inbound,"Order Related",Installation/demo,,"26/06/2023 22:44","2023-07-30 18:35:00","2023-08-01 12:28:00",01-Aug-23,"Home Appliences",15999,"Kenneth Henderson","Ava Wong","William Kim","On Job Training",Evening,2,2513
03cf17d0-958a-430f-88c2-6a33903a96c7,Inbound,"Payments related","Online Payment Issues",,,"2023-08-02 21:51:00","2023-08-02 22:00:00",02-Aug-23,,,"Elizabeth Macias","Lily Chen","Michael Lee",>90,Evening,5,9
03f5aee1-75a4-4956-bb22-f06de58d84ba,Email,Returns,"Product related Issues",,,"2023-08-01 13:22:00","2023-08-01 13:36:00",01-Aug-23,,,"Zachary Reyes","Madison Kim","John Smith",>90,Morning,3,14
03fe4801-29c1-47f2-9205-f6660ea02001,Outcall,"Payments related","Payment related Queries","Thanks ",,"2023-08-03 16:20:00","2023-08-03 16:21:00",03-Aug-23,,,"Todd Floyd","Ethan Nakamura","Emily Chen",0-30,Evening,4,1
0411a340-a0aa-4931-ae18-fdbbfe702b84,Inbound,Feedback,"UnProfessional Behaviour","Apse baat  ",,"2023-08-02 09:33:00","2023-08-02 09:36:00",02-Aug-23,,,"Brandy Johnson","Noah Patel","Michael Lee",>90,Morning,5,3
0415c8c0-eeae-437f-832d-de74f9bd81e0,Inbound,"Order Related",Installation/demo,"Good response",,"2023-08-02 20:30:00","2023-08-02 20:41:00",02-Aug-23,,,"Joshua Webb","Brayden Wong","John Smith",>90,Evening,5,11
0427a981-3c3a-4752-b38f-e19492f6dd00,Outcall,Returns,"Return request",Good,,"2023-08-02 17:24:00","2023-08-02 17:34:00",02-Aug-23,,,"Edward Taylor","Olivia Wang","Emily Chen",31-60,Evening,5,10
0449e25a-515b-4abb-a187-fcc552e752c0,Outcall,Returns,Wrong,"nyc to talk with him","29/07/2023 08:05","2023-08-02 14:19:00","2023-08-02 14:20:00",02-Aug-23,LifeStyle,205,"Melissa West","William Park","John Smith",31-60,Morning,5,1
045541c2-9112-4d91-ad2f-5d949b287818,Outcall,"Order Related","Order status enquiry","Good information ","27/07/2023 06:12","2023-08-02 13:54:00","2023-08-02 13:54:00",02-Aug-23,Furniture,3998,"Matthew Mendoza MD","William Park","John Smith",61-90,Evening,5,0
0457e802-d83e-4ebd-b9d8-7fd4cc97e81f,Inbound,Returns,"Reverse Pickup Enquiry",,"04/04/2023 17:33","2023-08-01 17:09:00","2023-08-01 17:27:00",01-Aug-23,LifeStyle,319,"Haley White","Harper Wong","William Kim","On Job Training",Evening,5,18
04672e27-29aa-4699-a5dd-c3d82e75d443,Outcall,Returns,"Reverse Pickup Enquiry",,"14/07/2023 14:15","2023-08-02 07:28:00","2023-08-02 12:23:00",02-Aug-23,LifeStyle,299,"Melissa West","William Park","John Smith",31-60,Morning,5,295
046c62b5-5f64-49a2-aece-47747c8bbf6e,Inbound,"Payments related","Wallet related","Nice behaviour",,"2023-08-02 07:46:00","2023-08-02 08:01:00",02-Aug-23,,,"Betty Harris","Lily Chen","Michael Lee",>90,Morning,5,15
047a8b62-70f3-422b-b691-9c2dc439ef90,Inbound,Returns,"Return request",,,"2023-08-01 23:18:00","2023-08-01 23:23:00",01-Aug-23,,,"Brenda Cox","Elijah Yamaguchi","John Smith",61-90,Evening,5,5
0486fb47-443a-4d4c-a9d1-115d7cc15946,Outcall,"Order Related","Order status enquiry",,,"2023-08-02 17:59:00","2023-08-02 18:18:00",02-Aug-23,,,"James Chung","Oliver Nguyen","John Smith",>90,Morning,1,19
048b553d-8462-4324-bd90-f0b1796ca0cf,Inbound,Returns,"Reverse Pickup Enquiry","from Shopzilla on  . 6th July'23. But the said product was manufacturing defect & i replace the same.On the top of bottle, water are leaking. We are out of station for 15days , when we came & fill with water it has been found same issue. So replacement item was same issue as earlier.Now Return period was over, as a Shopzilla plus member more than 5yrs, i am hereby requesting that please return the defect product & refund my money.Attaching screenshot for your reference.With regards",,"2023-08-02 15:34:00","2023-08-02 15:39:00",02-Aug-23,,,"Eric Miller MD","Landon Tanaka","Emily Chen",>90,Morning,1,5
048d9449-8735-4a84-8709-02a44ec13eee,Inbound,"Payments related","Online Payment Issues",,,"2023-08-01 11:57:00","2023-08-01 11:57:00",01-Aug-23,,,"Rose Moore","Madison Kim","John Smith",>90,Morning,5,0
049ba7ce-06d8-4ffd-9820-a75a3299229f,Outcall,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 09:28:00","2023-08-02 19:55:00",02-Aug-23,,,"Sharon Bullock","Scarlett Chen","John Smith",0-30,Morning,1,627
04a5eac6-b702-4066-8265-061b2feaab3c,Inbound,Returns,"Return request",,,"2023-08-01 19:41:00","2023-08-01 20:55:00",01-Aug-23,,,"Edward Hawkins","Nathan Patel","Emily Chen",>90,Evening,5,74
04a7a57c-3feb-4543-a0ce-117c3c21bbde,Inbound,"Order Related","Order status enquiry",HiHappy,,"2023-08-01 17:26:00","2023-08-01 17:30:00",01-Aug-23,,,"Samuel Hanson","Alexander Tanaka","Michael Lee",0-30,Evening,5,4
04af9810-3bb7-460b-b80e-398ee593fa61,Inbound,"Order Related",Delayed,,,"2023-08-01 18:19:00","2023-08-01 18:19:00",01-Aug-23,,,"Robert Elliott","Jackson Park","Michael Lee",31-60,Evening,1,0
04be1dda-b22e-490a-acbe-40e793b1e318,Inbound,"Order Related","Seller Cancelled Order",,,"2023-08-01 16:09:00","2023-08-01 16:54:00",01-Aug-23,,,"Michelle Banks","Nathan Patel","Michael Lee",>90,Night,5,45
04c9ed51-7cf5-4b44-92da-f3d0ef42f155,Outcall,"Order Related","Order status enquiry",,,"2023-08-02 14:09:00","2023-08-02 18:35:00",02-Aug-23,,,"Jonathan Moore","Zoe Yamamoto","John Smith",>90,Morning,1,266
04ca7d95-3c22-431c-95a0-69e884091f56,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 20:27:00","2023-08-02 20:32:00",02-Aug-23,,,"Kelly Carpenter","William Park","John Smith",61-90,Evening,4,5
04e91fb1-a07e-45b1-bb0f-b255a6e9b833,Inbound,"Order Related","Order status enquiry",,"11/07/2023 21:54","2023-08-01 16:19:00","2023-08-01 16:22:00",01-Aug-23,Electronics,899,"Robert Smith","Carter Park","Michael Lee",31-60,Morning,5,3
04f4203b-c40c-48ad-91be-926899b9239c,Inbound,Feedback,"UnProfessional Behaviour",,"28/07/2023 13:52","2023-07-31 16:49:00","2023-08-01 23:26:00",01-Aug-23,"Books & General merchandise",23,"Wayne Jimenez","Isabella Wong","Emily Chen",>90,Evening,5,1837
05035512-70e9-46de-9d92-a163ee605072,Outcall,"Refund Related","Refund Enquiry",,,"2023-08-01 22:36:00","2023-08-01 23:31:00",01-Aug-23,,,"Mark Vasquez","Aiden Patel","Olivia Tan","On Job Training",Evening,5,55
052555db-6ebf-4057-9dc6-05c0e365c794,Inbound,"Order Related","Seller Cancelled Order",,,"2023-08-01 12:09:00","2023-08-01 12:11:00",01-Aug-23,,,"Jamie Smith","Scarlett Chen","John Smith",0-30,Morning,5,2
052bea0f-c6cb-48a2-b222-d4b1e6308221,Inbound,"Order Related",Delayed,,,"2023-08-01 09:25:00","2023-08-01 09:25:00",01-Aug-23,,,"Sharon Meyers","Mason Gupta","Jennifer Nguyen","On Job Training",Morning,1,0
052e482a-060c-4a5c-a7fc-0e820dbbf345,Outcall,"Order Related","Priority delivery",,,"2023-08-02 09:03:00","2023-08-02 09:41:00",02-Aug-23,,,"Anthony Taylor","Emma Park","John Smith",31-60,Morning,5,38
054471f8-9d2c-4909-9afa-66e412e6f486,Inbound,"Order Related","Order status enquiry",,,"2023-08-01 20:12:00","2023-08-01 20:16:00",01-Aug-23,,,"Matthew Bennett","Olivia Wang","John Smith",>90,Evening,2,4
